0,-21.0,5.56162405014
1,-21.0,10.2336730957
2,-21.0,15.7023341656
3,-21.0,20.040500164
4,-20.0,24.2079741955
5,-19.0,29.747367382
6,-21.0,34.2905893326
7,-21.0,38.2377593517
8,-20.0,43.4090204239
9,-21.0,47.6368353367
10,-20.0,51.7833893299
11,-19.0,55.8753664494
12,-20.0,60.3034114838
13,-17.0,66.5400013924
14,-21.0,71.3807845116
15,-20.0,76.462767601
16,-21.0,80.4741637707
17,-21.0,84.8162555695
18,-20.0,90.6062684059
19,-19.0,96.5535082817
20,-21.0,100.246960163
21,-20.0,105.865430355
22,-21.0,109.87361455
23,-20.0,115.960757732
24,-21.0,119.397444725
25,-19.0,126.192095757
26,-20.0,130.358573675
27,-21.0,134.049265623
28,-21.0,139.311807632
29,-21.0,143.086796761
30,-21.0,146.823084831
31,-21.0,150.634501934
32,-19.0,154.880804062
33,-19.0,159.343600988
34,-19.0,162.871798754
35,-19.0,166.71564579
36,-19.0,170.261815786
37,-20.0,173.792122841
38,-21.0,176.761763811
39,-21.0,180.113047838
40,-20.0,184.513722658
41,-21.0,189.61764884
42,-21.0,192.038151741
43,-21.0,194.660802841
44,-21.0,197.524315834
45,-20.0,200.561071873
46,-18.0,204.471367836
47,-21.0,209.264145851
48,-19.0,213.971846819
49,-21.0,218.613253832
50,-21.0,222.587850809
51,-19.0,227.366019726
52,-19.0,231.55978775
53,-21.0,235.950768709
54,-21.0,240.030737877
55,-21.0,244.30973196
56,-20.0,249.129868984
57,-21.0,253.407666922
58,-21.0,257.257497787
59,-19.0,262.527966738
60,-21.0,266.435545683
61,-19.0,271.387098789
62,-19.0,278.056615829
63,-21.0,283.629248857
64,-20.0,289.053750753
65,-21.0,292.872396708
66,-21.0,297.381861687
67,-21.0,301.394964695
68,-21.0,305.01864171
69,-21.0,308.23558259
70,-21.0,311.744402647
71,-20.0,317.004044533
72,-19.0,321.674702406
73,-20.0,326.440305471
74,-19.0,331.55309844
75,-21.0,335.680543661
76,-21.0,339.874186754
77,-20.0,344.722400904
78,-21.0,348.208071947
79,-21.0,353.204954863
80,-20.0,361.221462727
81,-21.0,364.453345776
82,-21.0,368.818615913
83,-21.0,372.95172286
84,-21.0,376.024232864
85,-20.0,381.186690807
86,-20.0,384.535943747
87,-20.0,389.386648655
88,-21.0,392.540158749
89,-21.0,395.859241962
90,-21.0,400.950770855
91,-21.0,404.468170881
92,-21.0,408.672422886
93,-20.0,412.659592867
94,-21.0,416.553719044
95,-21.0,421.690819025
96,-20.0,425.847010136
97,-21.0,430.22311902
98,-20.0,435.648010015
99,-21.0,439.975214958
100,-19.0,444.233121872
101,-21.0,449.418780804
102,-21.0,453.272083759
103,-21.0,457.024084806
104,-20.0,461.513050795
105,-21.0,466.773954868
106,-20.0,470.636225939
107,-20.0,474.778887749
108,-21.0,479.603463888
109,-21.0,483.362581015
110,-21.0,486.620969057
111,-20.0,489.641138077
112,-20.0,492.956883907
113,-20.0,497.174408913
114,-21.0,500.172652006
115,-21.0,503.459348917
116,-21.0,507.330662727
117,-20.0,510.104332685
118,-21.0,513.299432755
119,-20.0,515.986804724
120,-21.0,518.810431719
121,-20.0,521.596028566
122,-21.0,524.118588448
123,-21.0,526.423692465
124,-20.0,528.963501453
125,-20.0,532.265171289
126,-21.0,534.893936396
127,-19.0,537.569369316
128,-19.0,540.643285275
129,-21.0,543.135890245
130,-20.0,545.625430346
131,-20.0,548.501131296
132,-19.0,551.444852352
133,-21.0,553.779381514
134,-18.0,557.153148413
135,-20.0,559.55379653
136,-21.0,561.828135729
137,-21.0,564.485408783
138,-21.0,567.071464777
139,-21.0,569.63918376
140,-21.0,571.928816795
141,-21.0,574.989355803
142,-20.0,577.406822681
143,-20.0,580.053827763
144,-20.0,583.061850786
145,-21.0,585.294838905
146,-20.0,587.922893047
147,-21.0,589.953896046
148,-20.0,592.602822065
149,-20.0,595.482065201
150,-19.0,598.450855255
151,-20.0,600.891590118
152,-21.0,603.61087513
153,-20.0,606.615844965
154,-19.0,609.24403882
155,-21.0,611.618114948
156,-20.0,614.176286936
157,-21.0,616.585256815
158,-21.0,618.869674921
159,-20.0,621.338098049
160,-20.0,624.435092926
161,-20.0,626.904607058
162,-21.0,632.856951952
163,-21.0,636.343605042
164,-20.0,639.610953093
165,-21.0,643.825389147
166,-20.0,648.186444044
167,-19.0,653.318707943
168,-20.0,657.293753862
169,-20.0,661.227697849
170,-21.0,665.459029675
171,-20.0,669.528383732
172,-21.0,673.7360847
173,-20.0,678.253433704
174,-21.0,682.61741066
175,-21.0,686.247779608
176,-21.0,689.81537056
177,-21.0,693.943738461
178,-19.0,698.642054319
179,-21.0,702.213974476
180,-21.0,706.143111467
181,-20.0,710.189553261
182,-20.0,715.453251362
183,-19.0,719.22917223
184,-20.0,724.836805105
185,-20.0,728.788187027
186,-21.0,733.499141216
187,-21.0,738.077183247
188,-20.0,742.597991228
189,-20.0,746.168978214
190,-21.0,749.866351128
191,-20.0,754.06480217
192,-21.0,757.432495117
193,-20.0,761.346318245
194,-20.0,764.865462303
195,-19.0,769.240616322
196,-19.0,773.77183032
197,-20.0,777.007210255
198,-21.0,781.477795124
199,-21.0,784.8301301
200,-21.0,790.151428223
201,-21.0,792.604068279
202,-21.0,795.707257271
203,-21.0,801.601753473
204,-20.0,804.595800638
205,-21.0,807.514413595
206,-20.0,813.075087547
207,-20.0,816.158358574
208,-20.0,820.073760509
209,-19.0,824.61422348
210,-20.0,830.036290407
211,-20.0,833.592510462
212,-21.0,837.649580479
213,-20.0,841.426958561
214,-20.0,844.740285397
215,-20.0,849.072286606
216,-19.0,854.477226496
217,-20.0,859.655474424
218,-20.0,863.678115606
219,-19.0,867.739622593
220,-20.0,871.354819536
221,-20.0,875.66834259
222,-21.0,880.535683632
223,-21.0,883.62304759
224,-21.0,886.713917732
225,-21.0,889.942781687
226,-19.0,893.005326748
227,-20.0,895.360989571
228,-21.0,897.637293577
229,-21.0,899.720241547
230,-21.0,902.249574661
231,-21.0,905.01615572
232,-21.0,907.807273626
233,-20.0,910.840728521
234,-20.0,913.351121426
235,-21.0,916.831734419
236,-21.0,920.543956518
237,-21.0,923.652485609
238,-21.0,926.760806561
239,-19.0,931.085399628
240,-19.0,936.17213273
241,-19.0,940.570817709
242,-21.0,944.970087767
243,-21.0,949.54050684
244,-19.0,954.317116737
245,-20.0,958.584468603
246,-19.0,962.712985516
247,-21.0,966.877394438
248,-20.0,971.681943417
249,-20.0,975.720746517
250,-21.0,981.615722418
251,-20.0,986.22277832
252,-20.0,990.528103352
253,-21.0,994.111541271
254,-21.0,997.894208431
255,-21.0,1001.33558559
256,-20.0,1005.6607964
257,-21.0,1011.3066752
258,-20.0,1015.59520006
259,-20.0,1020.68873715
260,-21.0,1023.93915725
261,-21.0,1028.30388331
262,-18.0,1033.13152146
263,-20.0,1036.94686556
264,-21.0,1040.66899157
265,-20.0,1044.56699347
266,-19.0,1050.06205654
267,-20.0,1053.25777555
268,-21.0,1057.57877159
269,-21.0,1061.41894054
270,-21.0,1063.89388251
271,-20.0,1067.1709075
272,-20.0,1071.3188405
273,-21.0,1074.40071344
274,-21.0,1077.93510127
275,-20.0,1082.04213023
276,-20.0,1087.58746028
277,-21.0,1090.6965692
278,-21.0,1093.57900333
279,-21.0,1098.97969818
280,-19.0,1102.99865222
281,-20.0,1106.95742011
282,-20.0,1110.61455107
283,-19.0,1115.55224109
284,-19.0,1119.36235023
285,-19.0,1124.300107
286,-19.0,1127.87410998
287,-19.0,1131.8082788
288,-21.0,1135.4091177
289,-18.0,1139.84451771
290,-21.0,1143.56146169
291,-21.0,1147.85967875
292,-21.0,1151.11560678
293,-21.0,1154.19765663
294,-20.0,1159.77708364
295,-21.0,1163.51068759
296,-20.0,1167.86183858
297,-20.0,1171.32233143
298,-19.0,1176.53573132
299,-19.0,1181.84836245
300,-20.0,1186.01594138
301,-21.0,1190.24794531
302,-18.0,1194.82988644
303,-20.0,1198.50237155
304,-21.0,1201.14829755
305,-18.0,1207.03392243
306,-21.0,1210.38379955
307,-21.0,1214.30523658
